,Season,Wteam,Wscore,Lteam,Lscore,Wscorediff,Lscorediff,WSeed,LSeed,Round
401,2009,Arizona,84,Utah,71,13,-13,Y12,Y05,R1
402,2009,Arizona St,66,Temple,57,9,-9,X06,X11,R1
403,2009,Cleveland St,84,Wake Forest,69,15,-15,Y13,Y04,R1
404,2009,Dayton,68,West Virginia,60,8,-8,Y11,Y06,R1
405,2009,Kansas,84,N Dakota St,74,10,-10,Y03,Y14,R1
406,2009,Louisville,74,Morehead St,54,20,-20,Y01,Y16b,R1
407,2009,Marquette,58,Utah St,57,1,-1,Z06,Z11,R1
408,2009,Michigan St,77,Robert Morris,62,15,-15,Y02,Y15,R1
409,2009,Missouri,78,Cornell,59,19,-19,Z03,Z14,R1
410,2009,Oklahoma St,77,Tennessee,75,2,-2,W08,W09,R1
411,2009,Pittsburgh,72,ETSU,62,10,-10,W01,W16,R1
412,2009,Siena,74,Ohio St,72,2,-2,Y09,Y08,R1
413,2009,Syracuse,59,SF Austin,44,15,-15,X03,X14,R1
414,2009,USC,72,Boston College,55,17,-17,Y10,Y07,R1
415,2009,Wisconsin,61,Florida St,59,2,-2,W12,W05,R1
416,2009,Xavier,77,Portland St,59,18,-18,W04,W13,R1
417,2009,Connecticut,92,Texas A&M,66,26,-26,Z01,Z09,R2
418,2009,Duke,74,Texas,69,5,-5,W02,W07,R2
419,2009,Gonzaga,83,WKU,81,2,-2,X04,X12,R2
420,2009,Memphis,89,Maryland,70,19,-19,Z02,Z10,R2
421,2009,North Carolina,84,LSU,70,14,-14,X01,X08,R2
422,2009,Oklahoma,73,Michigan,63,10,-10,X02,X10,R2
423,2009,Purdue,76,Washington,74,2,-2,Z05,Z04,R2
424,2009,Villanova,89,UCLA,69,20,-20,W03,W06,R2
425,2009,Arizona,71,Cleveland St,57,14,-14,Y12,Y13,R2
426,2009,Kansas,60,Dayton,43,17,-17,Y03,Y11,R2
427,2009,Louisville,79,Siena,72,7,-7,Y01,Y09,R2
428,2009,Michigan St,74,USC,69,5,-5,Y02,Y10,R2
429,2009,Missouri,83,Marquette,79,4,-4,Z03,Z06,R2
430,2009,Pittsburgh,84,Oklahoma St,76,8,-8,W01,W08,R2
431,2009,Syracuse,78,Arizona St,67,11,-11,X03,X06,R2
432,2009,Xavier,60,Wisconsin,49,11,-11,W04,W12,R2
433,2009,Connecticut,72,Purdue,60,12,-12,Z01,Z05,R3
434,2009,Missouri,102,Memphis,91,11,-11,Z03,Z02,R3
435,2009,Pittsburgh,60,Xavier,55,5,-5,W01,W04,R3
436,2009,Villanova,77,Duke,54,23,-23,W03,W02,R3
437,2009,Louisville,103,Arizona,64,39,-39,Y01,Y12,R3
438,2009,Michigan St,67,Kansas,62,5,-5,Y02,Y03,R3
439,2009,North Carolina,98,Gonzaga,77,21,-21,X01,X04,R3
440,2009,Oklahoma,84,Syracuse,71,13,-13,X02,X03,R3
441,2009,Connecticut,82,Missouri,75,7,-7,Z01,Z03,R4
442,2009,Villanova,78,Pittsburgh,76,2,-2,W03,W01,R4
443,2009,Michigan St,64,Louisville,52,12,-12,Y02,Y01,R4
444,2009,North Carolina,72,Oklahoma,60,12,-12,X01,X02,R4
445,2009,Michigan St,82,Connecticut,73,9,-9,Y02,Z01,R5
446,2009,North Carolina,83,Villanova,69,14,-14,X01,W03,R5
447,2009,North Carolina,89,Michigan St,72,17,-17,X01,Y02,R6
449,2010,Baylor,68,Sam Houston St,59,9,-9,X03,X14,R1
450,2010,Butler,77,UTEP,59,18,-18,Z05,Z12,R1
451,2010,BYU,99,Florida,92,7,-7,Z07,Z10,R1
452,2010,Kansas,90,Lehigh,74,16,-16,Y01,Y16,R1
453,2010,Kansas St,82,North Texas,62,20,-20,Z02,Z15,R1
454,2010,Kentucky,100,ETSU,71,29,-29,W01,W16,R1
455,2010,Murray St,66,Vanderbilt,65,1,-1,Z13,Z04,R1
456,2010,New Mexico,62,Montana,57,5,-5,W03,W14,R1
457,2010,Northern Iowa,69,UNLV,66,3,-3,Y09,Y08,R1
458,2010,Ohio,97,Georgetown,83,14,-14,Y14,Y03,R1
459,2010,Old Dominion,51,Notre Dame,50,1,-1,X11,X06,R1
460,2010,St Mary's CA,80,Richmond,71,9,-9,X10,X07,R1
461,2010,Tennessee,62,San Diego St,59,3,-3,Y06,Y11,R1
462,2010,Villanova,73,Robert Morris,70,3,-3,X02,X15,R1
463,2010,Wake Forest,81,Texas,80,1,-1,W09,W08,R1
464,2010,Washington,80,Marquette,78,2,-2,W11,W06,R1
465,2010,California,77,Louisville,62,15,-15,X08,X09,R1
466,2010,Cornell,78,Temple,65,13,-13,W12,W05,R1
467,2010,Duke,73,Ark Pine Bluff,44,29,-29,X01,X16a,R1
468,2010,Georgia Tech,64,Oklahoma St,59,5,-5,Y10,Y07,R1
469,2010,Gonzaga,67,Florida St,60,7,-7,Z08,Z09,R1
470,2010,Maryland,89,Houston,77,12,-12,Y04,Y13,R1
471,2010,Michigan St,70,New Mexico St,67,3,-3,Y05,Y12,R1
472,2010,Missouri,86,Clemson,78,8,-8,W10,W07,R1
473,2010,Ohio St,68,Santa Barbara,51,17,-17,Y02,Y15,R1
474,2010,Pittsburgh,89,Oakland,66,23,-23,Z03,Z14,R1
475,2010,Purdue,72,Siena,64,8,-8,X04,X13,R1
476,2010,Syracuse,79,Vermont,56,23,-23,Z01,Z16,R1
477,2010,Texas A&M,69,Utah St,53,16,-16,X05,X12,R1
478,2010,West Virginia,77,Morgan St,50,27,-27,W02,W15,R1
479,2010,Wisconsin,53,Wofford,49,4,-4,W04,W13,R1
480,2010,Xavier,65,Minnesota,54,11,-11,Z06,Z11,R1
481,2010,Baylor,76,Old Dominion,68,8,-8,X03,X11,R2
482,2010,Butler,54,Murray St,52,2,-2,Z05,Z13,R2
483,2010,Kansas St,84,BYU,72,12,-12,Z02,Z07,R2
484,2010,Kentucky,90,Wake Forest,60,30,-30,W01,W09,R2
485,2010,Northern Iowa,69,Kansas,67,2,-2,Y09,Y01,R2
486,2010,St Mary's CA,75,Villanova,68,7,-7,X10,X02,R2
487,2010,Tennessee,83,Ohio,68,15,-15,Y06,Y14,R2
488,2010,Washington,82,New Mexico,64,18,-18,W11,W03,R2
489,2010,Cornell,87,Wisconsin,69,18,-18,W12,W04,R2
490,2010,Duke,68,California,53,15,-15,X01,X08,R2
491,2010,Michigan St,85,Maryland,83,2,-2,Y05,Y04,R2
492,2010,Ohio St,75,Georgia Tech,66,9,-9,Y02,Y10,R2
493,2010,Purdue,63,Texas A&M,61,2,-2,X04,X05,R2
494,2010,Syracuse,87,Gonzaga,65,22,-22,Z01,Z08,R2
495,2010,West Virginia,68,Missouri,59,9,-9,W02,W10,R2
496,2010,Xavier,71,Pittsburgh,68,3,-3,Z06,Z03,R2
497,2010,Butler,63,Syracuse,59,4,-4,Z05,Z01,R3
498,2010,Kansas St,101,Xavier,96,5,-5,Z02,Z06,R3
499,2010,Kentucky,62,Cornell,45,17,-17,W01,W12,R3
500,2010,West Virginia,69,Washington,56,13,-13,W02,W11,R3
501,2010,Baylor,72,St Mary's CA,49,23,-23,X03,X10,R3
502,2010,Duke,70,Purdue,57,13,-13,X01,X04,R3
503,2010,Michigan St,59,Northern Iowa,52,7,-7,Y05,Y09,R3
504,2010,Tennessee,76,Ohio St,73,3,-3,Y06,Y02,R3
505,2010,Butler,63,Kansas St,56,7,-7,Z05,Z02,R4
506,2010,West Virginia,73,Kentucky,66,7,-7,W02,W01,R4
507,2010,Duke,78,Baylor,71,7,-7,X01,X03,R4
508,2010,Michigan St,70,Tennessee,69,1,-1,Y05,Y06,R4
509,2010,Butler,52,Michigan St,50,2,-2,Z05,Y05,R5
510,2010,Duke,78,West Virginia,57,21,-21,X01,W02,R5
511,2010,Duke,61,Butler,59,2,-2,X01,Z05,R6
516,2014,Connecticut,89,St Joseph's PA,81,8,-8,W07,W10,R1
517,2014,Dayton,60,Ohio St,59,1,-1,X11,X06,R1
518,2014,Florida,67,Albany NY,55,12,-12,X01,X16a,R1
519,2014,Harvard,61,Cincinnati,57,4,-4,W12,W05,R1
520,2014,Louisville,71,Manhattan,64,7,-7,Y04,Y13,R1
521,2014,Michigan,57,Wofford,40,17,-17,Y02,Y15,R1
522,2014,Michigan St,93,Delaware,78,15,-15,W04,W13,R1
523,2014,N Dakota St,80,Oklahoma,75,5,-5,Z12,Z05,R1
524,2014,Oregon,87,BYU,68,19,-19,Z07,Z10,R1
525,2014,Pittsburgh,77,Colorado,48,29,-29,X09,X08,R1
526,2014,San Diego St,73,New Mexico St,69,4,-4,Z04,Z13,R1
527,2014,St Louis,83,NC State,80,3,-3,Y05,Y12a,R1
528,2014,Syracuse,77,W Michigan,53,24,-24,X03,X14,R1
529,2014,Texas,87,Arizona St,85,2,-2,Y07,Y10,R1
530,2014,Villanova,73,WI Milwaukee,53,20,-20,W02,W15,R1
531,2014,Wisconsin,75,American Univ,35,40,-40,Z02,Z15,R1
532,2014,Arizona,68,Weber St,59,9,-9,Z01,Z16,R1
533,2014,Baylor,74,Nebraska,60,14,-14,Z06,Z11,R1
534,2014,Creighton,76,ULL,66,10,-10,Z03,Z14,R1
535,2014,Gonzaga,85,Oklahoma St,77,8,-8,Z08,Z09,R1
536,2014,Iowa St,93,NC Central,75,18,-18,W03,W14,R1
537,2014,Kansas,80,E Kentucky,69,11,-11,X02,X15,R1
538,2014,Kentucky,56,Kansas St,49,7,-7,Y08,Y09,R1
539,2014,Memphis,71,G Washington,66,5,-5,W08,W09,R1
540,2014,Mercer,78,Duke,71,7,-7,Y14,Y03,R1
541,2014,North Carolina,79,Providence,77,2,-2,W06,W11,R1
542,2014,SF Austin,77,VA Commonwealth,75,2,-2,X12,X05,R1
543,2014,Stanford,58,New Mexico,53,5,-5,X10,X07,R1
544,2014,Tennessee,86,Massachusetts,67,19,-19,Y11b,Y06,R1
545,2014,UCLA,76,Tulsa,59,17,-17,X04,X13,R1
546,2014,Virginia,70,Coastal Car,59,11,-11,W01,W16,R1
547,2014,Wichita St,64,Cal Poly SLO,37,27,-27,Y01,Y16a,R1
548,2014,Connecticut,77,Villanova,65,12,-12,W07,W02,R2
549,2014,Dayton,55,Syracuse,53,2,-2,X11,X03,R2
550,2014,Florida,61,Pittsburgh,45,16,-16,X01,X09,R2
551,2014,Louisville,66,St Louis,51,15,-15,Y04,Y05,R2
552,2014,Michigan,79,Texas,65,14,-14,Y02,Y07,R2
553,2014,Michigan St,80,Harvard,73,7,-7,W04,W12,R2
554,2014,San Diego St,63,N Dakota St,44,19,-19,Z04,Z12,R2
555,2014,Wisconsin,85,Oregon,77,8,-8,Z02,Z07,R2
556,2014,Arizona,84,Gonzaga,61,23,-23,Z01,Z08,R2
557,2014,Baylor,85,Creighton,55,30,-30,Z06,Z03,R2
558,2014,Iowa St,85,North Carolina,83,2,-2,W03,W06,R2
559,2014,Kentucky,78,Wichita St,76,2,-2,Y08,Y01,R2
560,2014,Stanford,60,Kansas,57,3,-3,X10,X02,R2
561,2014,Tennessee,83,Mercer,63,20,-20,Y11b,Y14,R2
562,2014,UCLA,77,SF Austin,60,17,-17,X04,X12,R2
563,2014,Virginia,78,Memphis,60,18,-18,W01,W08,R2
564,2014,Arizona,70,San Diego St,64,6,-6,Z01,Z04,R3
565,2014,Dayton,82,Stanford,72,10,-10,X11,X10,R3
566,2014,Florida,79,UCLA,68,11,-11,X01,X04,R3
567,2014,Wisconsin,69,Baylor,52,17,-17,Z02,Z06,R3
568,2014,Connecticut,81,Iowa St,76,5,-5,W07,W03,R3
569,2014,Kentucky,74,Louisville,69,5,-5,Y08,Y04,R3
570,2014,Michigan,73,Tennessee,71,2,-2,Y02,Y11b,R3
571,2014,Michigan St,61,Virginia,59,2,-2,W04,W01,R3
572,2014,Florida,62,Dayton,52,10,-10,X01,X11,R4
573,2014,Wisconsin,64,Arizona,63,1,-1,Z02,Z01,R4
574,2014,Connecticut,60,Michigan St,54,6,-6,W07,W04,R4
575,2014,Kentucky,75,Michigan,72,3,-3,Y08,Y02,R4
576,2014,Connecticut,63,Florida,53,10,-10,W07,X01,R5
577,2014,Kentucky,74,Wisconsin,73,1,-1,Y08,Z02,R5
578,2014,Connecticut,60,Kentucky,54,6,-6,W07,Y08,R6
583,2015,Arizona,93,TX Southern,72,21,-21,Z02,Z15,R1
584,2015,Arkansas,56,Wofford,53,3,-3,Z05,Z12,R1
585,2015,Butler,56,Texas,48,8,-8,Y06,Y11,R1
586,2015,Cincinnati,66,Purdue,65,1,-1,Y08,Y09,R1
587,2015,Georgetown,84,E Washington,74,10,-10,X04,X13,R1
588,2015,Georgia St,57,Baylor,56,1,-1,Z14,Z03,R1
589,2015,Kentucky,79,Hampton,56,23,-23,Y01,Y16a,R1
590,2015,NC State,66,LSU,65,1,-1,W08,W09,R1
591,2015,North Carolina,67,Harvard,65,2,-2,Z04,Z13,R1
592,2015,Notre Dame,69,Northeastern,65,4,-4,Y03,Y14,R1
593,2015,Ohio St,75,VA Commonwealth,72,3,-3,Z10,Z07,R1
594,2015,UAB,60,Iowa St,59,1,-1,X14,X03,R1
595,2015,UCLA,60,SMU,59,1,-1,X11,X06,R1
596,2015,Utah,57,SF Austin,50,7,-7,X05,X12,R1
597,2015,Villanova,93,Lafayette,52,41,-41,W01,W16,R1
598,2015,Xavier,76,Mississippi,57,19,-19,Z06,Z11b,R1
599,2015,Dayton,66,Providence,53,13,-13,W11b,W06,R1
600,2015,Duke,85,Robert Morris,56,29,-29,X01,X16b,R1
601,2015,Gonzaga,86,N Dakota St,76,10,-10,X02,X15,R1
602,2015,Iowa,83,Davidson,52,31,-31,X07,X10,R1
603,2015,Kansas,75,New Mexico St,56,19,-19,Y02,Y15,R1
604,2015,Louisville,57,UC Irvine,55,2,-2,W04,W13,R1
605,2015,Maryland,65,Valparaiso,62,3,-3,Y04,Y13,R1
606,2015,Michigan St,70,Georgia,63,7,-7,W07,W10,R1
607,2015,Northern Iowa,71,Wyoming,54,17,-17,W05,W12,R1
608,2015,Oklahoma,69,Albany NY,60,9,-9,W03,W14,R1
609,2015,Oregon,79,Oklahoma St,73,6,-6,Z08,Z09,R1
610,2015,San Diego St,76,St John's,64,12,-12,X08,X09,R1
611,2015,Virginia,79,Belmont,67,12,-12,W02,W15,R1
612,2015,West Virginia,68,Buffalo,62,6,-6,Y05,Y12,R1
613,2015,Wichita St,81,Indiana,76,5,-5,Y07,Y10,R1
614,2015,Wisconsin,86,Coastal Car,72,14,-14,Z01,Z16,R1
615,2015,Arizona,73,Ohio St,58,15,-15,Z02,Z10,R2
616,2015,Kentucky,64,Cincinnati,51,13,-13,Y01,Y08,R2
617,2015,NC State,71,Villanova,68,3,-3,W08,W01,R2
618,2015,North Carolina,87,Arkansas,78,9,-9,Z04,Z05,R2
619,2015,Notre Dame,67,Butler,64,3,-3,Y03,Y06,R2
620,2015,UCLA,92,UAB,75,17,-17,X11,X14,R2
621,2015,Utah,75,Georgetown,64,11,-11,X05,X04,R2
622,2015,Xavier,75,Georgia St,67,8,-8,Z06,Z14,R2
623,2015,Duke,68,San Diego St,49,19,-19,X01,X08,R2
624,2015,Gonzaga,87,Iowa,68,19,-19,X02,X07,R2
625,2015,Louisville,66,Northern Iowa,53,13,-13,W04,W05,R2
626,2015,Michigan St,60,Virginia,54,6,-6,W07,W02,R2
627,2015,Oklahoma,72,Dayton,66,6,-6,W03,W11b,R2
628,2015,West Virginia,69,Maryland,59,10,-10,Y05,Y04,R2
629,2015,Wichita St,78,Kansas,65,13,-13,Y07,Y02,R2
630,2015,Wisconsin,72,Oregon,65,7,-7,Z01,Z08,R2
631,2015,Arizona,68,Xavier,60,8,-8,Z02,Z06,R3
632,2015,Kentucky,78,West Virginia,39,39,-39,Y01,Y05,R3
633,2015,Notre Dame,81,Wichita St,70,11,-11,Y03,Y07,R3
634,2015,Wisconsin,79,North Carolina,72,7,-7,Z01,Z04,R3
635,2015,Duke,63,Utah,57,6,-6,X01,X05,R3
636,2015,Gonzaga,74,UCLA,62,12,-12,X02,X11,R3
637,2015,Louisville,75,NC State,65,10,-10,W04,W08,R3
638,2015,Michigan St,62,Oklahoma,58,4,-4,W07,W03,R3
639,2015,Kentucky,68,Notre Dame,66,2,-2,Y01,Y03,R4
640,2015,Wisconsin,85,Arizona,78,7,-7,Z01,Z02,R4
641,2015,Duke,66,Gonzaga,52,14,-14,X01,X02,R4
642,2015,Michigan St,76,Louisville,70,6,-6,W07,W04,R4
643,2015,Duke,81,Michigan St,61,20,-20,X01,W07,R5
644,2015,Wisconsin,71,Kentucky,64,7,-7,Z01,Y01,R5
645,2015,Duke,68,Wisconsin,63,5,-5,X01,Z01,R6
650,2016,Ark Little Rock,85,Purdue,83,2,-2,X12,X05,R1
651,2016,Butler,71,Texas Tech,61,10,-10,X09,X08,R1
652,2016,Connecticut,74,Colorado,67,7,-7,Y09,Y08,R1
653,2016,Duke,93,UNC Wilmington,85,8,-8,Z04,Z13,R1
654,2016,Gonzaga,68,Seton Hall,52,16,-16,X11,X06,R1
655,2016,Indiana,99,Chattanooga,74,25,-25,W05,W12,R1
656,2016,Iowa St,94,Iona,81,13,-13,X04,X13,R1
657,2016,Kansas,105,Austin Peay,79,26,-26,Y01,Y16,R1
658,2016,Kentucky,85,Stony Brook,57,28,-28,W04,W13,R1
659,2016,Miami FL,79,Buffalo,72,7,-7,Y03,Y14,R1
660,2016,North Carolina,83,FL Gulf Coast,67,16,-16,W01,W16b,R1
661,2016,Providence,70,USC,69,1,-1,W09,W08,R1
662,2016,Utah,80,Fresno St,69,11,-11,X03,X14,R1
663,2016,Virginia,81,Hampton,45,36,-36,X01,X16,R1
664,2016,Wichita St,65,Arizona,55,10,-10,Y11b,Y06,R1
665,2016,Yale,79,Baylor,75,4,-4,Z12,Z05,R1
666,2016,Hawaii,77,California,66,11,-11,Y13,Y04,R1
667,2016,Iowa,72,Temple,70,2,-2,Y07,Y10,R1
668,2016,Maryland,79,S Dakota St,74,5,-5,Y05,Y12,R1
669,2016,MTSU,90,Michigan St,81,9,-9,X15,X02,R1
670,2016,Northern Iowa,75,Texas,72,3,-3,Z11,Z06,R1
671,2016,Notre Dame,70,Michigan,63,7,-7,W06,W11a,R1
672,2016,Oklahoma,82,CS Bakersfield,68,14,-14,Z02,Z15,R1
673,2016,Oregon,91,Holy Cross,52,39,-39,Z01,Z16a,R1
674,2016,SF Austin,70,West Virginia,56,14,-14,W14,W03,R1
675,2016,St Joseph's PA,78,Cincinnati,76,2,-2,Z08,Z09,R1
676,2016,Syracuse,70,Dayton,51,19,-19,X10,X07,R1
677,2016,Texas A&M,92,WI Green Bay,65,27,-27,Z03,Z14,R1
678,2016,VA Commonwealth,75,Oregon St,67,8,-8,Z10,Z07,R1
679,2016,Villanova,86,UNC Asheville,56,30,-30,Y02,Y15,R1
680,2016,Wisconsin,47,Pittsburgh,43,4,-4,W07,W10,R1
681,2016,Xavier,71,Weber St,53,18,-18,W02,W15,R1
682,2016,Duke,71,Yale,64,7,-7,Z04,Z12,R2
683,2016,Gonzaga,82,Utah,59,23,-23,X11,X03,R2
684,2016,Indiana,73,Kentucky,67,6,-6,W05,W04,R2
685,2016,Iowa St,78,Ark Little Rock,61,17,-17,X04,X12,R2
686,2016,Kansas,73,Connecticut,61,12,-12,Y01,Y09,R2
687,2016,Miami FL,65,Wichita St,57,8,-8,Y03,Y11b,R2
688,2016,North Carolina,85,Providence,66,19,-19,W01,W09,R2
689,2016,Virginia,77,Butler,69,8,-8,X01,X09,R2
690,2016,Maryland,73,Hawaii,60,13,-13,Y05,Y13,R2
691,2016,Notre Dame,76,SF Austin,75,1,-1,W06,W14,R2
692,2016,Oklahoma,85,VA Commonwealth,81,4,-4,Z02,Z10,R2
693,2016,Oregon,69,St Joseph's PA,64,5,-5,Z01,Z08,R2
694,2016,Syracuse,75,MTSU,50,25,-25,X10,X15,R2
695,2016,Texas A&M,92,Northern Iowa,88,4,-4,Z03,Z11,R2
696,2016,Villanova,87,Iowa,68,19,-19,Y02,Y07,R2
697,2016,Wisconsin,66,Xavier,63,3,-3,W07,W02,R2
698,2016,Kansas,79,Maryland,63,16,-16,Y01,Y05,R3
699,2016,Oklahoma,77,Texas A&M,63,14,-14,Z02,Z03,R3
700,2016,Oregon,82,Duke,68,14,-14,Z01,Z04,R3
701,2016,Villanova,92,Miami FL,69,23,-23,Y02,Y03,R3
702,2016,North Carolina,101,Indiana,86,15,-15,W01,W05,R3
703,2016,Notre Dame,61,Wisconsin,56,5,-5,W06,W07,R3
704,2016,Syracuse,63,Gonzaga,60,3,-3,X10,X11,R3
705,2016,Virginia,84,Iowa St,71,13,-13,X01,X04,R3
706,2016,Oklahoma,80,Oregon,68,12,-12,Z02,Z01,R4
707,2016,Villanova,64,Kansas,59,5,-5,Y02,Y01,R4
708,2016,North Carolina,88,Notre Dame,74,14,-14,W01,W06,R4
709,2016,Syracuse,68,Virginia,62,6,-6,X10,X01,R4
710,2016,North Carolina,83,Syracuse,66,17,-17,W01,X10,R5
711,2016,Villanova,95,Oklahoma,51,44,-44,Y02,Z02,R5
712,2016,Villanova,77,North Carolina,74,3,-3,Y02,W01,R6
